Emotion,Text
neutral,im saaaaaaaaaaaaaaad biak tur ka mamawh.
neutral,Hangover a ni
neutral,Hi tu pawh awm em?!!!!!!!!!!!!!!!
neutral,Nizan khan Australia-ah a awm
neutral,"Germany-a hun hman chu a liam chak lutuk a, ni 2 chauh a la awm Beiseina nen hetah hian ka insawn thuai ang."
neutral,@Cause4Conceit wish u pawhin ka lu hi i hnawih thei ang
neutral,"@philcampbell van boruak dum? khawiah nge, ka window atang chuan a la gray a, a la hazy bawk"
neutral,@risamarie: ni lo i kal dawn lo.
neutral,Varsity Fanclub hi a awm ngai lovang!!
neutral,@arania nope ka blackberry updates te hi engtin nge ka hmuh theih ang tih i ngaihtuah thei lo. . . i tlan chhuah a ngai bawk
neutral,"Is up so early leh proppa chu a chhe vek a, a knackered bawk"
neutral,Shame hna ka thawk tur a ni
neutral,"@ayawan A takah chuan &quot;end of September&quot; tih type ka tum a mahse mi pakhat nen kan inbiakna lai takah ka awm a, I cant multitask"
neutral,iï¿1⁄2 ka damlo.. bueeee..
neutral,@BARACKOKITTY ur dik tak a ni! i dont have a reason to be up early but im sure ka niece chu hrs tlemte hnuah ka room ah a rawn awm dawn tih min tibuaitu
neutral,weekend hman tur...weekend hman loh tur.....chu chu ka rilruah hte zawhna awm chu a ni...
neutral,Ka kawngkhar chu a saruak hmel hle Ka room chu a lian zawkin a lang nain.
neutral,@lumivalkoinen nice you look awesome in photos .. kei erawh chu ka zawng zawngah chuan zu rui soccer fan ang maiin ka lang thung
neutral,australia ramah vawk case 100 vel an awm. beiseina chuan min rawn tlawh turin a la rel mai thei
neutral,@MizoRoses Equation leh graph hrang hrang
neutral,Addicted to Glee... video en nawn leh thin....ka chhuak tur a ni
neutral,"Ka mumang rapthlak tak ka nei a, chu chu hmel hlauhawm tak nen a inzawm a, tunah chuan zan khat chhung chu ka harh tawh. Pathian dammit :\"
neutral,@brandillio chu chu a ideal ber ang. Mahse...tunah chuan 3 Gonna hmaa ka chhuah ka hmu tawh lo Gonna have to take a rain check
neutral,"??????? ????????? ?? Google Chrome ah hian a awm em ?? ???????, ?? ??? ???????? ??? ?? Firefox a ni"
neutral,"@yarivs Storysize hi 2 (leh thawnthu tawi angin post a ni a, liner pakhat angin post a ni lo), mahse ṭhiante hmuh theih news-ah a lang lo. Wall-ah chauh"
neutral,@bannersrus hemp puan hi mak tak mai mahse vanduaithlak takin a ni lo
neutral,@bronwen @jjprojects ka experiment thar ber kha i hmu lo mai thei - tunlai hian blog-ah hian thumal a tam lutuk tih ka hria http://tinyurl.com/ne6twc
neutral,"Back button an hman hian customer-in page hmasa lama data a dah tawh kha i hriat reng a ngai a ni. Chuvangin, mi tam tak chuan hetiang hi an ti lo"
neutral,NOT excited for 32 people reservation in the morning damn LOVIN halo3 tunah hian a chiang hle bawk
neutral,Followers block dan tur a awm em? Tu nge i nih ka hre lo. . Tihpalh..
neutral,"zanin hian eisteddfod concert-ah hian kal ka duh lo tak zet a, dumb band uniform ka ha ngai lo a nih chuan a ok ang"
neutral,"tunah chuan ka ipod ah video thar 3 ka nei tawh a, tlem ka delte a, chu chu ka thlak thei ta a ni"
neutral,zanin atan thil sawn zawh tum chu a nuam lo!!!!!
neutral,Mudweight hi a vawi khat nan @dandypig http://yfrog.com/0zr2jqj chuan a haul lut
neutral,Thla 1 a ni ahaha. AND i dunno naktuk hian ka kal thei ang em LMAO cause vawiin khan i kal Freakin filipino nu leh pa AHA
neutral,"forecast in sf for friday, may 29: 66 degrees a ni ang."
neutral,@emcrxtna thla 1 ah a awm. AND i dunno naktuk hian ka kal thei ang em LMAO cause vawiin khan i kal Freakin filipino nu leh pa AHA
neutral,excited for YSJ Summer Ball - Keini pawhin neih ka duh khawp mai
neutral,"@melkoo Hi Mel, i lungawi loh chuan fries tlem tal ei mai la mahse overdo suh. If can help it don&#39;t"
neutral,@Bkk_Saluja mahse choco diet hi a chhe zawkin ka hria cuz every time ur hungry ur only allowed to eat a tiiiny piece of chocolate D:
neutral,"hetah hian ruah sur chungchang a ni a, a nih loh leh plain cloudy chauh a ni. eng nge ka hre lo..."
neutral,@keytar i rilru siam rawh
neutral,@Maxsterism naisee a ni. ka ngaihthlak lai hian lens flares all arond ka hmuh theih hi a chhe em? XD cant really catch an sawi chu tho
neutral,@Cookie_Monstr u chuan Prism hi a lo en ve mai thei http://prism.mozilla.com/
neutral,http://www.speedtest.net/result/483892161.png midang tumahin connection an hman loh lai chauhvin download speed tha tak i hmu thin
neutral,chaw...chaw...CHAI!
neutral,@laubow_ kei pawh!
neutral,Docks-ah a rawn hit thuai.
neutral,Tun kar tawp hian pismo atanga SD 790 ah sand a tam lutuk. Canon powershot dang a chhe. Kum khat chhunga 2nd one Tun tum chu eng nge lei tur...
neutral,@itsJorx eng nge i sawi tum jorx?
neutral,@madpierrot hian a ngaithla mai thei che dude zing dar thum ang mai a ni. engtik lai nge a tawp tawh?
neutral,Tun hma chuan ka tv atan remote ka nei thin.
neutral,@leslieyuko ka ta pawh a ni
neutral,So chau lutuk.
neutral,Coast Capital chuan a hnathawh number chu telemarketer-te hnenah a thawn niin a ngai
neutral,@poohbaby91 hei ka WHORE!! chu chu a mean deuh dont yu think?!
neutral,http://bit.ly/LaZEL Wow Christian Lacroix bankrupt.. lungchhiatthlak tak a ni
neutral,Brownie sundae chu Five leh Dumpster-ah te a awm. Blood Bros chu iTunes-ah a awm a. Palm Reader chu engti kawng pawhin 371-ah Fun kha khar a ni.
neutral,zir tur tam tak ka nei
neutral,@taylorswift13 chuvang chuan ka thiante chuan NYC ah an rawn hmu dawn che a...mahse im on stupid vaca in the stupid cayman islands so i cnt go iloveyou&lt;3
neutral,@Yaelzraw chu shuffle-a techno hlate nen a muhil ta a. Ring. Darkar tam tak chhung chu a on tawh. Im too lazy to go turn off tur a ni. 800 vel a nei
neutral,@J2thaESSICA pawh khan ka &lt;3... ï¿1⁄2tearï¿1⁄2 chu a biak ve chauh a
neutral,Exam tan hun nghak chunga thu
neutral,ka riltam agaaaaaaiiiin maaaam
neutral,"Zing lam mipuite! Vawiin hian light tweeting (mipui zingah ‘Hurrah!’!) &#39;cos Friday buai tak ka hmang a. Me chhungah, ni eng chhuak."
neutral,"Aw duhtak. Khualzinte chu ka in bula ram takah an insawn a. Thisen chhuak buaina an hnutchhiah fo thin a, council chuan kum khat b 4 an tifai thin"
neutral,"Ka duh tak appartment ah hian pet ka nei thei lo a, chuvang chuan rat a la awm lo."
neutral,hna thawk turin a kal thuai dawn
neutral,Vawiin hian a lum lutuk. Engvangin nge kar khat chhunga ni a nih ngei ang
neutral,A THAWK LO
neutral,"Zanin hian Le Mis ka hmu dawn a. - myonlysanction: ugh, chutiang khawpa inhuatna. aw hi musical-ah chuan sucker ka ni a, mahse ka... http://tumblr.com/xtl1wb089"
neutral,"Gotta sleep, chutah hna thawk turin off"
neutral,"MSI ngaithla a, banana chhang a siam bawk. Engtiang chiahin nge a mak? Mak tak maiin chutiang chuan a ni tawh lo."
neutral,@whatthelillyyo kan missd leh mai mai otha! Nizan khan nilengin disney-ah ka awm a!
neutral,i duh ber chu vivid light walk a ni
neutral,harry potter bed spread leh pillows ka duh tak tak hi thil mak tak a ni em???? gryffindor ni lo pakhat ka hmu thei se ka duh khawp mai
neutral,@CHEVerlyHillz im hella pushin for it...engtin nge tha graduation kha a awm..sorry i couldnt smash thru...
neutral,eng nge ka tih? eng nge ka tih theih ang?
neutral,a duhsakna chu private jet a neih theih nan hetiang hian a BFF @ times hmu turin a kal thei ang.. ok ok..ot really thinking of carbon footprint here.
neutral,"Chu seized bolt chu, ya a la awm reng! Bushing chu a takah chuan bolt thlengin seized a ni a, very very lame Heat engemaw zat a thawk mai thei em?"
neutral,"@ammaryasir link ka mamawh ka laptop ah kal la, ka thaw halh."
neutral,@tsarnick Kumin hian
neutral,"I hria em... hun chu, Web page pakhat source code i en a, a hnathawh dan i hre thei. Tunah chuan thawhrimna tam tak a ngai ta."
neutral,"khumah a mu a, Kellan Lutz nen inhmu thei se ka duh hle.... haha im a nerd...dream on"
neutral,"@mikdev 27-na i chhuahsan a, 5-na emaw 6-naah emaw i kir leh ang."
neutral,i fans te pawh i theihnghilh ve bawk! haha
neutral,O leh vawiin hian damn jacket ka ha a ngai a cos ka kawr ah hian mark ka hmu lo...
neutral,@amazondotjon Ryan hi engvangin nge Twitter-a min follow loh tih i zawt thei ang em
neutral,mut tur ni mahse tunah hian muhil thei lo.
neutral,venice beinnale lam pan turin a beidawng hle
neutral,Mu. Naktuk hian hna thawk rawh.
neutral,GREATscores a hmu. exam atan ka off rei tawh yeaps.
neutral,@blucu so u Chicago ah hian i awm dawn lo
neutral,A tawpah chuan ka nunah hian hnar hair trimmer ka mamawhna hmun chu ka thleng ta niin ka hria
neutral,"@antwanduncan chu, lei fawh"
neutral,Walls of Jericho khawngaihin WORCESTER ah lo kal nghal rawh u! Candace chu khawngaihin a awm e! Engvangin nge Flee the Seen hian quits a tih? whyyy?
neutral,@smallchou Ka la thawk reng a.
neutral,a chang chuan message board-ah spam a leak lut thin.
neutral,"@stalyn Yeh I suppose, mahse a inang lo tih i hria em? Ka tan chuan Henry hi gunner a ni tak tak tawh lo"
neutral,exam pass a ngai a ni
neutral,Naupang nei DOM-a element zawng zawng hi nu leh pa pakhat chauh a ni
neutral,@zaam It&#39;s is in the July issue of OXM... chuvangin tunah hian link tur ka nei lo
neutral,Awlsam takin ka inpe ta a ni
neutral,Ka nu tan present ka mamawh. Tu emaw chuan min pui thei ang em ?!
neutral,Nizan khan ka hnute kha eng nge thleng tih hi han chhut teh? Ni e - Annas finger chu tlawh turin a rawn kal a... chu chu engmah ka sawi lo.
neutral,"@milosundae finally The Hills a sang..90210 a jam..HIMYM cm season 4 a awm a, season 3 ka zawng lai pawhin"
neutral,Ka harh chuan surgery tih a ni
neutral,@lorrainelock an closing down sale an nei a ! a lang tha lo.
neutral,"ka pa inah kal nge kal lo?!chu chu zawhna chu a ni...domestic food leh ka chhehvela mi vs ka khum,ka tv leh ka khawvel...dont know"
neutral,"@kegrocks Nizan khan pakhat ka ti a, kar tawp lamah chuan iTunes store kaltlangin dvd, blue ray, leh digital download-in a awm dawn a ni"
neutral,"@mrspaulkjonas Ni lo, show chungchang engmah ka hre lo It hasnt been on on saturday nights, mahse a chang chuan sunday reruns te pawh a awm."
neutral,@grum #perth tan wefollow-ah top spot atanga knock che kha i hmu tawh em?
neutral,@dreamsthedream @dreamsthedream @dreamsthedream Nizan khan Germany-ah ka rawn let leh a. UK-a ka awm chhung ni nga chu a liam ta.
neutral,3) &quot;Up&quot; hmuh ka duh takzet.
neutral,"A chhan chu twitter hi attention whore nih chungchang a nih vang a ni: sam thar hmu rawh, a hlui ang bawkin: http://u.nu/8748 A fringe a cut duh lo"
neutral,Zanin hian ka zuk lo mai mai niin ka ring
neutral,Oh cr*p ... Placebo tix leh Tori Amos te pahnih hi zing dar 9 ah hralh chhuah an ni. An pahnih hian hot cake sem chhuah beisei.
neutral,3/4 chu project car 1 hmangin a ni.
neutral,facebook-a bejewled khelh.. damn it higherscore ka duh!
neutral,he hna hi ka hmu dawn em tih ngaihtuah tan... mamawh a nih chuan hmun dangah hna ka hmu dawn ang maiin a rawn lang a... tumruh lovin
neutral,Hnathawh tur cycle hmanga kal tur zing duhawm tak mahse 29 degree office nen kan inhmu
neutral,"hnathawh tur a kal dawn a, zing dar 3:30am a ni tawh"
neutral,"Tunah chuan rel ah chuan. Charger hmangin ka theihnghilh a, chu chu vawiin khan ka tan chuan whoshere awm lo tihna a ni till in ka thlen hma chuan haha! mahse, ka la tweet tho ang u guys! xxx"
neutral,engmah
neutral,@krissysalisbury don&#39;t ask Vawiin hi kar dang zawng aiin hmasawnna a nih ngei beiseiin. Kar tawp boruak kan nghakhlel hle!
neutral,Ligament chhiatna atanga ka dam leh theih nan ni 10 (tunah chuan) hian 5k chhung training turin ni 3 vel hun min pe dawn a ni
neutral,@NellaGrl degree 64 a nih chuan mumang a ni ang. Boise-ah chuan 75 a la ni.
neutral,feel like am at one of those gym where machine-te hian nangmah aiin hna an thawk zawk che a ni
neutral,wishes Ka thesis proposal hi hnawl a nih loh ka beisei Ka lungngai tawh (goodluck) (annoyed) http://plurk.com/p/wy27u
neutral,"@DamoDarko yep, dubiln khel vek se ka duh khawp mai"
neutral,chawhnu dar 5.30pm-ah chaw ei tur!
neutral,assignment hrang hrangte chu!
neutral,inbuatsaih rawh
neutral,@Silbersurfer CHU A TI VE VE ANG!
neutral,@pyroezra mahse hetah hian i insawn tur a ni! Sikul ka nei a.
neutral,Zing dar 1 vel a pringles ei hian Jonas Brothers te nena tour kan neih kha min hriatchhuah tir tak zet (zawt suh).......Chu chu ka ngai em em a ni....
neutral,"@Emsy I pic kha ka tan a rawn lang lo Boo!!!! Chu site-a pic dang zawng zawng chu a lang vek a, mahse nangmah erawh a lang lo"
neutral,"@lady_jane ka ta aiin i ta chu a bo thuai ka beisei (tunah kar 10 a liam tawh a, chhiar mek a ni)"
neutral,Terminator en zawh chauh a ni. Music tih loh chu engmah a ropui lo
neutral,"So, heng zawng zawng ka tih lai hian news pawh ka thawk mek a &amp; Rob chu hmun tinah a awm! Chu tlangval chu amah chauhvin a awm ngai lo tih hi thil mak a ni lo!"
neutral,"@tsarnick Yeah, chu chu nizan khan ka thumb a ni. Tihpalh"
neutral,@grantarnow ENGVANGIN NGE KA HMUH LO CHU?
neutral,hnungzang na
neutral,@pyroezra idk ka tih theih chuan. chutah chuan ka senso soo hle ang.
neutral,@beakpie a ni. Ni e i ti ang.
neutral,"Ghhh! Darkar khat hmain mutnaah ka kal a, ill get an area hr of sleep ngaihtuah chungin, hr khat hmain a harh. Vawiin hi a loooooong leh dawn a ni."
neutral,@AdamAxon Chu thisen chhuak free kick chu 1 min 07 seconds hnuah a lut hnai tawh hle.......a nih chuan
neutral,ka car duhawm tak chu engtikah nge ka hlan ang tih ngaihtuah chungin
neutral,Live TV coming to the XBox 360. Mahse UK-a i awm chuan chauh. http://tinyurl.com/kq47ah ah hian a awm
neutral,"nangni ho hian hetah hian thupui in miss a, @god loosing followers ai chuan a GAINING zawk! darkar 6 chhungin ppl thar 50 chuang an awm"
neutral,@munzee the 14-24 hi a kal ngei ang... sold the 70-200 and 200F2 is too HEAVY Think I&#39;ll get away with the 50/85? #Twedding neih a ni
neutral,@Samm_xo Vawiin hian yeah
neutral,@justin_roe oh a tha khawp mai. Engmah a tih ka la hmu ngai lo a chuvang chuan engmah ka sawi dawn lo.
neutral,@markboulton @robertmills Nilengin tea duty ka nei niin a lang.
neutral,#3wordsaftersex ka turn a la ni em?
neutral,RUAH THIN NEIH ANGIN MUTHIL THAWN THIN A DUH
neutral,@ac07 LOL. Academy-ish a ni. Haha. OB hi ka ngai tak zet a ni
neutral,down ka series-ah denver nen 2k9 3-1 in an chak
neutral,@RaNTeLLDaT KA LO LO VE TURIN KA HRIAT
neutral,Company nei ila ka ti khawp mai
neutral,a harh chuan a special deuh hlek a...i dont thing drink bar dry chu card-ah a awm. a tawpah chuan a home time ka sober up hunah chuan ka ngaihtuah
neutral,"@BuddyThePuggy Poor Buddy, mini puggy-in a nuihzat lai hian i mamawh chu #PUGHUG a ni ka ti"
neutral,@breakfastnt kha debate a tam lo hle
neutral,Aussie-land-ah hian ni li tling chiah chiah a la awm. Ka haw duh lo.
neutral,An awm tawh lo.
neutral,hnathawhna lam panna kawngah
neutral,doctor-te nghahna pindan-ah a damlo a ni
neutral,@Jay5920 Fraser kha kalsan rawh
neutral,twitter ka zawm chhan hriatthiam tumin.....midang zawng zawngin an ti vek i felt left out
neutral,"@Mogeezie u ever jus fell like damn, i jus duh cake it n lay next to ur baby...zankhuain movies en chill freak on..."
neutral,Nilengin khumah awm duh mai mahse hnathawhna hmuna kal a ngai zawk sux
neutral,"Dizzy I wanna lie die, mahse chu calorie te chu ka ngaihthah avangin a balk mai mai dawn lo."
neutral,a super tired a ni
neutral,"nizan khan Chris Lake chu stockholm-ah a inher tih ka hrechhuak chauh a, ka ngai lo!"
neutral,Ka hloh leh ta mai che phone silly indy
neutral,"@inrsoul ka lei thei lo, rent chauh!"
neutral,"@ELJmcfly An tan thil tam tak kan ti a, chutah brazilians ha! mahse no meh, UK aiin ram dang an hmangaih zawkin ka hria"
neutral,"work sucked .. darkar 8 shift dang, dollar 30 chauh show tur.. hna thar ka mamawh..."
neutral,@SophiaF3F3 word i ni reng a
neutral,karma a huat tlat. Engvangin nge khawsik i neih? A rilru a hah lutuk chuan a rilru a buai em em a
neutral,IS BORED a ni. Tunah chuan mi pawh a nuihzat thei tawh lo
neutral,@geekinpink804 ka ti thei lo.
neutral,Ni hnih chhung chu hangover a ni
neutral,Tun weekend hian ka awm lo... See you monday twitters
neutral,Tummy bugs te hi an lame hle mai! Darkar khat vel mut a nei a nih chuan.
neutral,"@Badger5000 a ni mai thei, mahse yoot te chuan an ngaihsak lo grandad"
neutral,@bbyowls i hria a mahse engmah lo aiin a tha zawk
neutral,@Pyroezra i know hella ka nu awm dan ang kha ni ila usa ram pum huapin ka insawn mai mai ka duh!
neutral,@Hremhmun atanga__Hell beeeeaaaaaatooooo!!!!!
neutral,nt online vawiin &amp; mayb karleh chhung zawng zawng u havent voted pls do: http://bit.ly/hHigd
neutral,Concentrate theih loh chuan woork turin booster a mamawh
neutral,@Lickasha sorry 19/hmeichhia/atl a lonely hle mai
neutral,vawiin khan &#39;bing&#39; a tum.. australia-ah chuan operational a la ni lo
neutral,RUAH!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! ka melt dawn a ni. damn a vawt khawp mai. freakin cold a ni. brrrrrr a ni
neutral,stock-ah a awm lo tih a sawi
neutral,Beer chu fridge ah a awm a
neutral,"@Jalanii awwww wat i thil lei tur ka nei a, pretty nvm"
neutral,Ah hei hi ka hnenah a thleng ta
neutral,@eucalyptusapp Ṭawng dang chungchanga FAQ-ah note ka hmu a. i rilru tidanglam thei tur thil eng emaw? tanpuina emaw thil dang emaw mamawh em?
neutral,@Roy_Thomas ahhhh a ni ngei ang...a tha lo u been Dubai before??
neutral,@zacktate khawiah nge i kal dawn
neutral,"@psychorn Alexander ah kan awm. 3 course dinner kan ei ve chauh a, midang red wine ka ha a"
neutral,"Blog topic pakhat zawngin darkar 2 vel chauh ka hmang a, a tawpah chuan keimah ngeiin ka insiam chhuak ta a ni. grrrr http://bit.ly/QRz6y ah hian a awm a"
neutral,@charlieboy808 : thats if u weekend ah i kal a nih chuan.
neutral,"mut rapthlak tak + a nei a, a rilru a chhe deuh"
neutral,"http://is.gd/IQ03 Microsoft chuan Europe-ah pawh Zune an tichhuak a, kan tan chuan HD a awm lo"
neutral,"mut lam pan chuan, duh lo deuhin, dar 1:30-ah Look Around You on a awm avangin. Engvangin nge DVD te hi Region 2 chauh a nih a ngai?"
neutral,"@shawndiviney ka ta i hmu chauh a, mahse ka call che a phal lo"
neutral,Vawikhatmah broccoli leh cheese soup ka duh tak zet... oh the hunger
neutral,a tlahniam 21
neutral,Engtikah emaw chuan kan hre tawh ang... Ruah a sur mek!!!!
neutral,Exam atanga in tur a ni
neutral,tu nge FRIENDS nih duh ??? tunah hian ṭhian ka mamawh
